,Unnamed: 0,ID,label,strategy,augmented_strategy,H_yx,predicted_label_null_x,correct_yx,H_yb,predicted_label_null_y,correct_yb,PVI
13,13,840,1,We get out the apron and stool so he can help us with measuring and pouring.,We get out the apron and stool so it is him.,1.757057652,1,True,2.396652674106508,0,False,0.6395950221065079
14,14,840,1,We get out the apron and stool so he can help us with measuring and pouring.,We set up the apron and stool so he can help us with measuring and pouring.,1.487339699,1,True,2.396652674106508,0,False,0.909312975106508
15,15,840,0,We go to restaurants I know our son will sit down and eat.,We go to restaurants I know our toddler will sit down and eat.,1.97498585,0,True,1.7142213381829274,0,True,-0.2607645118170725
16,16,840,0,We go to restaurants I know our son will sit down and eat.,We go to restaurants we know my son will sit down and eat.,2.055723411,1,False,1.7142213381829274,0,True,-0.3415020728170723
17,17,840,0,We go to restaurants I know our son will sit down and eat.,Our son is good at restaurants and he enjoys eating.,2.952434881,4,False,1.7142213381829274,0,True,-1.2382135428170724
18,18,840,0,We go to restaurants I know our son will sit down and eat.,I can put our son into a restaurant.,1.900704205,4,False,1.7142213381829274,0,True,-0.1864828668170726
19,19,840,0,We go to restaurants I know our son will sit down and eat.,We go to restaurants where we know our son will sit down and eat.,1.966048429,1,False,1.7142213381829274,0,True,-0.2518270908170725
20,20,840,0,We go to restaurants I know our son will sit down and eat.,"We go to restaurants where, I know, our son will sit down and eat",2.031617085,0,True,1.7142213381829274,0,True,-0.3173957468170727
21,21,840,0,We go to restaurants I know our son will sit down and eat.,We go to restaurants that welcome families.,1.558643761,0,True,1.7142213381829274,0,True,0.1555775771829275
22,22,840,0,Small groups,Small groups:,2.180873602,1,False,1.7142213381829274,0,True,-0.4666522638170727
23,23,840,0,Small groups,Small groups can provide a more intimate environment and can provide more information in regards to the individualsÃ¢â‚¬â„¢ personal lives.,1.724568272,0,True,1.7142213381829274,0,True,-0.0103469338170725
24,24,840,0,Small groups,The environment is where the small groups function.,2.04328159,4,False,1.7142213381829274,0,True,-0.3290602518170724
25,25,840,0,Small groups,"In the context of community, there are some strategies that will help small groups to grow and thrive.",2.067718284,0,True,1.7142213381829274,0,True,-0.3534969458170727
26,26,840,0,Small groups,Environment: Small groups,1.707503953,0,True,1.7142213381829274,0,True,0.0067173851829274
27,27,840,0,Small groups,Small groups: community setting,2.039472132,3,False,1.7142213381829274,0,True,-0.3252507938170728
28,28,840,0,Small groups,"In order to better understand and develop these strategies, it will help to look at them in the context of a community such as the one you live in.",2.430104999,2,False,1.7142213381829274,0,True,-0.7158836608170727
29,29,840,0,We have a really great music teacher that keeps our son engaged in the class.,We have a really good music teacher that keeps our son engaged in the class.,2.534219763,4,False,1.7142213381829274,0,True,-0.8199984248170724
30,30,840,0,We have a really great music teacher that keeps our son engaged in the class.,We have a really great music teacher that keeps my son engaged in the class.,2.213856727,4,False,1.7142213381829274,0,True,-0.4996353888170726
31,31,840,0,We have a really great music teacher that keeps our son engaged in the class.,We have an environment rich with musical talent.,2.701184509,4,False,1.7142213381829274,0,True,-0.9869631708170724
32,32,840,0,We have a really great music teacher that keeps our son engaged in the class.,When we hear the music at home this really great music teacher keeps our son engaged in the class.,2.554558586,4,False,1.7142213381829274,0,True,-0.8403372478170728
33,33,840,0,We have a really great music teacher that keeps our son engaged in the class.,We have a teacher that keeps our son engaged in the class.,2.553758589,4,False,1.7142213381829274,0,True,-0.8395372508170726
34,34,840,0,We have a really great music teacher that keeps our son engaged in the class.,Our son enjoys music lessons.,2.720800071,4,False,1.7142213381829274,0,True,-1.0065787328170728
35,35,840,0,We have a really great music teacher that keeps our son engaged in the class.,We have a really great music teacher that is engaging to our son in the class.,2.567341122,4,False,1.7142213381829274,0,True,-0.8531197838170728
36,36,840,0,We have a really great music teacher that keeps our son engaged in the class.,We have a really good music teacher who keeps our son interested in his music classes.,2.730778419,4,False,1.7142213381829274,0,True,-1.0165570808170723
37,37,840,0,We have a really great music teacher that keeps our son engaged in the class.,I have a really great music teacher that keeps my son engaged.,2.908462276,4,False,1.7142213381829274,0,True,-1.1942409378170724
38,38,840,0,We have a really great music teacher that keeps our son engaged in the class.,We have a really great music teacher that keeps our son engaged.,2.652416476,4,False,1.7142213381829274,0,True,-0.9381951378170724
39,39,840,0,"Our son likes to have time on the computer, so he has time on our Ipad.  ","Our son likes to play games and spend time on the computer, but our IPad has a larger screen and is in his reach.",2.785915267,4,False,1.7142213381829274,0,True,-1.0716939288170726
40,40,840,0,"Our son likes to have time on the computer, so he has time on our Ipad.  ",Our son can have time on the Ipad because it's not a computer.,2.532421439,4,False,1.7142213381829274,0,True,-0.8182001008170727
41,41,840,0,"Our son likes to have time on the computer, so he has time on our Ipad.  ",Our son likes spending time on the computer.,2.684603849,4,False,1.7142213381829274,0,True,-0.9703825108170728
42,42,840,0,"Our son likes to have time on the computer, so he has time on our Ipad.  ","Our son likes to have time on the computer, so he has time on our IPad.",2.592254042,4,False,1.7142213381829274,0,True,-0.8780327038170725
43,43,840,0,"Our son likes to have time on the computer, so he has time on our Ipad.  ","Our son likes to use the computer, so he has time on our Ipad.",2.585242516,4,False,1.7142213381829274,0,True,-0.8710211778170727
44,44,840,0,"Our son likes to have time on the computer, so he has time on our Ipad.  ","Our son likes to have time on the computer, so he has time on our Ipad.",2.592254042,4,False,1.7142213381829274,0,True,-0.8780327038170725
45,45,840,0,"Our son likes to have time on the computer, so he has time on our Ipad.  ","The Computer is too important, so our son has time on our Ipad.",2.990425749,4,False,1.7142213381829274,0,True,-1.2762044108170725
46,46,840,0,"Our son likes to have time on the computer, so he has time on our Ipad.  ",Our boy likes to have time on the Ipad.,2.373277987,4,False,1.7142213381829274,0,True,-0.6590566488170724
47,47,840,0,"Our son likes to have time on the computer, so he has time on our Ipad.  ",We have an IPad that our son would like to have time on.,2.263860193,4,False,1.7142213381829274,0,True,-0.5496388548170728
48,48,840,0,"Our son likes to have time on the computer, so he has time on our Ipad.  ",Our son likes to be digital so he can have time on Ipad.,2.717987508,4,False,1.7142213381829274,0,True,-1.0037661698170728
49,49,840,0,"Our son likes to have time on the computer, so he has time on our Ipad.  ","Our son likes to have time on the computer, so he has time on Ipad.",2.741235155,4,False,1.7142213381829274,0,True,-1.0270138168170726
50,50,840,4,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.","We had a family vacation that lasted five nights and three days. We had our favourite movies, snacks, and bear with us.",1.721458519,4,True,2.1962278431239506,0,False,0.4747693241239505
51,51,840,4,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.","We had a family vacation this summer where we stayed in a hotel and flew out the next day. We had lots of energy but we had our favourite snacks, movies and bear with us.",1.079659049,4,True,2.1962278431239506,0,False,1.1165687941239506
52,52,840,4,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.","We had a great vacation as a family this summer. We had lots of energy but we had our favourite movies, snacks and a bear with us.",1.122633384,4,True,2.1962278431239506,0,False,1.0735944591239506
53,53,840,4,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.","We had a family holiday where the boy and I had to stay in a hotel and we flew out the next day. We had lots of energy but we had our favourite movies, snacks and bear with us.",1.214952293,4,True,2.1962278431239506,0,False,0.9812755501239504
54,54,840,4,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.","We had a family vacation this summer where we stayed in a hotel and flew out the next day. We had lots of energy but we had our favourite movies, snacks and bear with us.",1.067996253,4,True,2.1962278431239506,0,False,1.1282315901239506
55,55,840,4,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.","I had a family vacation this summer where we stayed in a hotel and flew out the next day. It was a great idea because we had lots of energy but we had our favourite movies, snacks and bear with us.",0.963590251,4,True,2.1962278431239506,0,False,1.2326375921239507
56,56,840,4,"We had a family vacation this summer where we stayed in a hotel and flew out the next day.  We had lots of energy but we had our favourite movies, snacks and bear with us.","We had a family vacation this summer where we stayed in a hotel. We had lots of energy but we had our favourite movies, snacks and bear with us.",1.135811304,4,True,2.1962278431239506,0,False,1.0604165391239506
57,57,840,0,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".","We sing songs while cleaning. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie.""",2.42116102,1,False,1.7142213381829274,0,True,-0.7069396818170726
58,58,840,0,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".","We sing a poem while cleaning up. If he wants to do something else, we say to him, ""first we need to clean up our toys, then we can have a movie night.",2.108721358,3,False,1.7142213381829274,0,True,-0.3945000198170725
59,59,840,0,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".","We sing songs while cleaning up, and if he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".",2.366602844,1,False,1.7142213381829274,0,True,-0.6523815058170725
60,60,840,0,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".","We clean up with our toddler. We say, ""Mom, first we need to clean up our toys. Then, we can do something else.""",2.386459044,1,False,1.7142213381829274,0,True,-0.6722377058170725
61,61,840,0,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".","We sing songs while cleaning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".",2.254848563,1,False,1.7142213381829274,0,True,-0.5406272248170725
62,62,840,0,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".","We sing songs while cleaning up. If he wants to do something else, we tell him ""first we need to clean up our toys, then we can watch a movie"".",2.356095821,1,False,1.7142213381829274,0,True,-0.6418744828170724
63,63,840,0,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".","We sing songs while talking a lot. If he wants to do something else, we tell him ""first we need to clean up our toys and then we can watch TV.""",2.501110752,1,False,1.7142213381829274,0,True,-0.7868894138170728
64,64,840,0,"We sing songs while cleanning up. If he wants to do something else, we say to him ""first we need to clean up our toys, then we can watch a movie"".",I tell my son he needs to clean up before he can do something else.,2.539040609,1,False,1.7142213381829274,0,True,-0.8248192708170727
65,65,840,0,We bought some fun kids soap for the bathroom so he will want his hands more often.,"We bought some fun kids hand soap for the bathroom, so he will want to wash his hands more often.",2.509098702,4,False,1.7142213381829274,0,True,-0.7948773638170727
66,66,840,0,We bought some fun kids soap for the bathroom so he will want his hands more often.,"We installed some fun kids soap in the bathroom, so he will want to wash his hands more often.",2.510099256,4,False,1.7142213381829274,0,True,-0.7958779178170727
67,67,840,0,We bought some fun kids soap for the bathroom so he will want his hands more often.,We bought some fun Kids soap for the bathroom so he will want his hands more often,2.245180783,4,False,1.7142213381829274,0,True,-0.5309594448170725
68,68,840,0,We bought some fun kids soap for the bathroom so he will want his hands more often.,We bought some fun kids soap for the bathroom so he will want to wash his hands more often.,2.353841576,4,False,1.7142213381829274,0,True,-0.6396202378170728
69,69,840,0,We bought some fun kids soap for the bathroom so he will want his hands more often.,We bought some funny soap for the bathroom so he will want his hands more.,2.257807359,4,False,1.7142213381829274,0,True,-0.5435860208170726
70,70,840,0,We bought some fun kids soap for the bathroom so he will want his hands more often.,We bought some bubble soap in the bathroom so he will want his hands more often.,2.381111797,4,False,1.7142213381829274,0,True,-0.6668904588170725
71,71,840,0,We bought some fun kids soap for the bathroom so he will want his hands more often.,The bathroom is a fun place for us. We bought some kid friendly soap for the bathroom to attract him more often.,2.261827318,4,False,1.7142213381829274,0,True,-0.5476059798170725
72,72,840,0,"We bring some of his favourite things to play on in group settings such as a party.  For example, his DS or our Ipad for games.  It keeps him settled and focused.","We bring some of his favourite things to play on in group settings such as a party. For example, his DS or our Ipad for games. It keeps him settled and focused.",1.862475964,0,True,1.7142213381829274,0,True,-0.1482546258170725
73,73,840,0,"We bring some of his favourite things to play on in group settings such as a party.  For example, his DS or our Ipad for games.  It keeps him settled and focused.","We bring some of their favourite things to play on in group settings such as a party. For example, his DS or our Ipad for games. This keeps him settled and focused.",1.91830739,0,True,1.7142213381829274,0,True,-0.2040860518170726
74,74,840,0,"We bring some of his favourite things to play on in group settings such as a party.  For example, his DS or our Ipad for games.  It keeps him settled and focused.","We bring some of his favourite things to play on in group settings. For example, his DS or our Ipad for games. It keeps him settled and focused.",2.033652713,1,False,1.7142213381829274,0,True,-0.3194313748170725
75,75,840,0,"We bring some of his favourite things to play on in group settings such as a party.  For example, his DS or our Ipad for games.  It keeps him settled and focused.","We bring some of his favourite things to play on in group settings such as parties. For example, his DS or our Ipad for games. It holds him settled and focused.",1.934575812,1,False,1.7142213381829274,0,True,-0.2203544738170726
76,76,840,0,"We bring some of his favourite things to play on in group settings such as a party.  For example, his DS or our Ipad for games.  It keeps him settled and focused.","We bring some of his favorite things to play on in group settings such as a party. For example, his DS or our Ipad for games. It keeps him settled and focused.",1.651157325,0,True,1.7142213381829274,0,True,0.0630640131829274
77,77,840,0,We have a mini trampoline that helps all the kids burn off some energy.,The kids all play on the trampoline and burn off some energy.,1.872032592,0,True,1.7142213381829274,0,True,-0.1578112538170726
78,78,840,0,We have a mini trampoline that helps all the kids burn off some energy.,We have a trampoline that the kids have to burn off some energy.,2.3429615,4,False,1.7142213381829274,0,True,-0.6287401618170725
79,79,840,0,We have a mini trampoline that helps all the kids burn off some energy.,We have a mini trampoline that helped all the kids burn off some energy.,1.815662923,4,False,1.7142213381829274,0,True,-0.1014415848170726
80,80,840,0,We have a mini trampoline that helps all the kids burn off some energy.,We have a mini trampoline that the kids use to burn some energy.,2.044283764,4,False,1.7142213381829274,0,True,-0.3300624258170723
81,81,840,0,We have a mini trampoline that helps all the kids burn off some energy.,We have a mini trampoline that helps all the kids burn off some energy while we are watching the soccer match.,1.908736699,4,False,1.7142213381829274,0,True,-0.1945153608170726
82,82,840,0,We have a mini trampoline that helps all the kids burn off some energy.,We have a mini trampoline which helps all the kids burn off some energy.,1.725246355,4,False,1.7142213381829274,0,True,-0.0110250168170724
83,83,840,0,We avoid busy crowded events that would be too much for our son.,"We avoid busy, crowded events that would be too much for the dog.",2.007716134,1,False,1.7142213381829274,0,True,-0.2934947958170724
84,84,840,0,We avoid busy crowded events that would be too much for our son.,We avoid busy crowded places that would be too much for our son.,1.930396831,4,False,1.7142213381829274,0,True,-0.2161754928170725
85,85,840,0,We avoid busy crowded events that would be too much for our son.,"We avoid noisy, busy events that would be too much for our son.",2.152904411,4,False,1.7142213381829274,0,True,-0.4386830728170727
86,86,840,0,We avoid busy crowded events that would be too much for our son.,We avoid busy crowded activities because they would be too much for our son.,2.306437964,4,False,1.7142213381829274,0,True,-0.5922166258170727
87,87,840,0,We avoid busy crowded events that would be too much for our son.,We avoid busy crowded parks that would be too much for our son.,1.723833556,0,True,1.7142213381829274,0,True,-0.0096122178170725
88,88,840,0,We avoid busy crowded events that would be too much for our son.,We are very cautious about crowds.,2.883306875,4,False,1.7142213381829274,0,True,-1.1690855368170727
89,89,840,0,We avoid busy crowded events that would be too much for our son.,We avoid crowded events that may be too much for our son.,2.20321474,4,False,1.7142213381829274,0,True,-0.4889934018170725
90,90,840,0,We try not to over stimulate him with too many people which can creat too much excitement for him.,We try not to over stimulate him with too many people or too many loud people which can create too much excitement for him.,2.329994101,4,False,1.7142213381829274,0,True,-0.6157727628170726
91,91,840,0,We try not to over stimulate him with too many people which can creat too much excitement for him.,We try not to over stimulate him with too many people which can create too much excitement for him.,2.348688548,4,False,1.7142213381829274,0,True,-0.6344672098170727
92,92,840,0,We try not to over stimulate him with too many people which can creat too much excitement for him.,We try not to over stimulate him with too many people.,2.358960469,1,False,1.7142213381829274,0,True,-0.6447391308170725
93,93,840,0,We try not to over stimulate him with too many people which can creat too much excitement for him.,We try to avoid he over stimulates with too many people. This can creat too much excitement for him.,2.712553501,4,False,1.7142213381829274,0,True,-0.9983321628170724
94,94,840,0,We try not to over stimulate him with too many people which can creat too much excitement for him.,We try not to keep him too busy with too many people which can create too much excitement for him.,2.437259847,4,False,1.7142213381829274,0,True,-0.7230385088170725
95,95,840,0,We try not to over stimulate him with too many people which can creat too much excitement for him.,He will be better stimulated if he has few people in his group.,3.211189683,4,False,1.7142213381829274,0,True,-1.4969683448170727
96,96,840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.","We give our son jobs, and one is to help his siblings. It is helpful that he has an older brother to help him.",2.931216967,4,False,1.7142213381829274,0,True,-1.216995628817073
97,97,840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.",We make our kids learn to put away their clean clothes and also to get help from older siblings.,2.389389414,1,False,1.7142213381829274,0,True,-0.6751680758170726
98,98,840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.","We give our son a job, and one of the jobs is to help his siblings. Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.",2.562864763,4,False,1.7142213381829274,0,True,-0.8486434248170724
99,99,840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.",We are getting our boy to put away his clean clothes and it helps that he has an older brother to help.,2.577238278,4,False,1.7142213381829274,0,True,-0.8630169398170724
100,100,840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.",We have a five year old son and he hates to do his homework. When he puts his dirty clothes away he wants his mom to take it away and make him clean them up. We are working with him to get his brother to help him.,2.975628462,4,False,1.7142213381829274,0,True,-1.2614071238170723
101,101,840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.",Helping Others Helping Others is one of the many jobs given to our son. He has been helping his older brother and sisters.,2.996339525,4,False,1.7142213381829274,0,True,-1.2821181868170723
102,102,840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.","We give our son jobs, and one is to help his sibling. Also, we are getting him to put away his clean clothes and it helps that he has a older brother to help.",2.731212309,4,False,1.7142213381829274,0,True,-1.0169909708170726
103,103,840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.","We have many chores to do ourselves and we give them to our son and to his siblings. The older brother helps him to put away the clean clothes that he has cleaned, so that the younger brother does the dirty ones.",2.588455006,4,False,1.7142213381829274,0,True,-0.8742336678170723
104,104,840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.","We give our son jobs and one is to help his sibling. Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.",2.789186735,4,False,1.7142213381829274,0,True,-1.0749653968170725
105,105,840,2,Finding restaurants that serve food that our son likes.,Help finding restaurants that provide food that our son likes.,3.070820256,0,False,2.7784193685741783,0,False,-0.2924008874258219
106,106,840,2,Finding restaurants that serve food that our son likes.,Finding restaurants that serve food that my son likes.,2.765930025,0,False,2.7784193685741783,0,False,0.0124893435741784
107,107,840,2,Finding restaurants that serve food that our son likes.,Finding restaurants that serve food that our wife likes.,2.659111918,0,False,2.7784193685741783,0,False,0.1193074505741784
108,108,840,2,Finding restaurants that serve food that our son likes.,Getting away in a restaurant with my son who likes his favorite food.,2.582902588,0,False,2.7784193685741783,0,False,0.1955167805741782
109,109,840,2,Finding restaurants that serve food that our son likes.,Finding restaurants that have food that our son likes.,2.82082575,0,False,2.7784193685741783,0,False,-0.0424063814258217
110,110,840,0,We try to use our bikes lots and go to the pool.,We try to use bicycles lots and go to the swimming pool.,1.546928603,0,True,1.7142213381829274,0,True,0.1672927351829274
111,111,840,0,We try to use our bikes lots and go to the pool.,We like to use our bikes and go to the pool lots.,1.668781934,0,True,1.7142213381829274,0,True,0.0454394041829273
112,112,840,0,We try to use our bikes lots and go to the pool.,We try to use our bikes alot and go to the pool.,1.846281763,1,False,1.7142213381829274,0,True,-0.1320604248170724
113,113,840,0,We try to use our bikes lots and go to the pool.,We try to use our bikes a lot and go to the pool a lot.,1.855692931,0,True,1.7142213381829274,0,True,-0.1414715928170726
114,114,840,0,We try to use our bikes lots and go to the pool.,We try to use our bikes a lot and go to the pool.,1.894483718,1,False,1.7142213381829274,0,True,-0.1802623798170726
115,115,840,0,Bringing some activities to keep our son sitting at the table.,Bring some activities to keep our son sitting at the table.,1.343108749,0,True,1.7142213381829274,0,True,0.3711125891829274
116,116,840,0,Bringing some activities to keep our son sitting at the table.,Bringing some activities to keep our son up at the table.,1.230994532,0,True,1.7142213381829274,0,True,0.4832268061829274
117,117,840,0,Bringing some activities to keep our son sitting at the table.,Bringing some activities to keep our son sitting.,1.233124574,0,True,1.7142213381829274,0,True,0.4810967641829273
118,118,840,0,Bringing some activities to keep our son sitting at the table.,To be the best I should bring some activities to keep the kids at the table.,2.531443321,1,False,1.7142213381829274,0,True,-0.8172219828170724
119,119,840,0,Bringing some activities to keep our son sitting at the table.,Bringing some activities to keep our son from jumping at the table.,1.36862897,0,True,1.7142213381829274,0,True,0.3455923681829274
120,120,840,0,Bringing some activities to keep our son sitting at the table.,By bringing some activities to keep our son sitting at the table.,1.792908354,1,False,1.7142213381829274,0,True,-0.0786870158170724
121,121,840,0,Bringing some activities to keep our son sitting at the table.,How to keep our son sitting at the table?,2.003159166,0,True,1.7142213381829274,0,True,-0.2889378278170726
122,122,840,0,Bringing some activities to keep our son sitting at the table.,Bringing some activities to keep our son sitting at the table so he stays at the table.,1.386098265,0,True,1.7142213381829274,0,True,0.3281230731829274
123,123,840,0,Bringing some activities to keep our son sitting at the table.,Bringing some activities to keep our son sitting at the table will probably help.,2.204018634,4,False,1.7142213381829274,0,True,-0.4897972958170726
124,124,840,0,Going to places where it is not too big so we can give him the unstructured opportunities.,Go to places where it is not too big so we can give him the unstructured opportunities.,1.422938768,0,True,1.7142213381829274,0,True,0.2912825701829273
125,125,840,0,Going to places where it is not too big so we can give him the unstructured opportunities.,Going to places where it is not too big so we can give him unstructured opportunities,1.171234093,0,True,1.7142213381829274,0,True,0.5429872451829274
126,126,840,0,Going to places where it is not too big so we can give him the unstructured opportunities.,"If you want to take your child on a vacation, stay at a place with small crowds, where you can give the child unstructured opportunities.",2.028776339,4,False,1.7142213381829274,0,True,-0.3145550008170727
127,127,840,0,Going to places where it is not too big so we can give him the unstructured opportunities.,"Going to places where it is not too big, so we can give him the unstructured opportunities.",1.464799508,0,True,1.7142213381829274,0,True,0.2494218301829274
128,128,840,0,Going to places where it is not too big so we can give him the unstructured opportunities.,We'll go to places that aren't too big so we can give them the unstructured opportunities.,1.991640798,1,False,1.7142213381829274,0,True,-0.2774194598170725
129,129,840,0,Going to places where it is not too big so we can give him the unstructured opportunities.,Going to places where it is not too big so that we can give him the unstructured opportunities.,1.423975551,0,True,1.7142213381829274,0,True,0.2902457871829274
130,130,840,0,Finding restaurants that are kid friendly.,Find restaurants that are kid friendly.,1.190886227,0,True,1.7142213381829274,0,True,0.5233351111829274
131,131,840,0,Finding restaurants that are kid friendly.,"If I am making a reservation at a restaurant, i would want to be sure the place is kid friendly.",2.665175708,4,False,1.7142213381829274,0,True,-0.9509543698170726
132,132,840,0,Finding restaurants that are kid friendly.,Find family friendly restaurants.,1.05709109,0,True,1.7142213381829274,0,True,0.6571302481829275
133,133,840,0,Finding restaurants that are kid friendly.,In context of outing: Find a family friendly restaurant with moderate pricing.,1.500482046,0,True,1.7142213381829274,0,True,0.2137392921829275
134,134,840,0,Finding restaurants that are kid friendly.,Having dinner with families who will be staying together.,1.059603055,0,True,1.7142213381829274,0,True,0.6546182831829275
135,135,840,0,Finding restaurants that are kid friendly.,This strategy would help you find family friendly restaurants.,2.047797669,4,False,1.7142213381829274,0,True,-0.3335763308170725
136,136,840,0,Finding restaurants that are kid friendly.,Looking for place to eat that have kids friendly option.,1.19660217,0,True,1.7142213381829274,0,True,0.5176191681829274
137,137,840,0,Finding restaurants that are kid friendly.,Looking for a restaurant that is family friendly.,1.332034912,0,True,1.7142213381829274,0,True,0.3821864261829275
138,138,840,0,Finding restaurants that are kid friendly.,Finding restaurants that are family friendly.,1.101289851,0,True,1.7142213381829274,0,True,0.6129314871829274
139,139,840,0,We have seen a couple of movies in the theatre and go in the morning when it is less busy.,We have seen a couple movies at the theatre and go in the morning when there are fewer people.,2.058749693,4,False,1.7142213381829274,0,True,-0.3445283548170728
140,140,840,0,We have seen a couple of movies in the theatre and go in the morning when it is less busy.,I have seen a couple of movies in the theatre and go at the weekend when it is less busy.,1.971361578,4,False,1.7142213381829274,0,True,-0.2571402398170725
141,141,840,0,We have seen a couple of movies in the theatre and go in the morning when it is less busy.,I have seen a couple of movies at the theatre and go in the morning when it is less busy.,2.161095688,4,False,1.7142213381829274,0,True,-0.4468743498170726
142,142,840,0,We have seen a couple of movies in the theatre and go in the morning when it is less busy.,"We went to the theatre for the first time, and I will probably go again tomorrow.",2.983360863,4,False,1.7142213381829274,0,True,-1.2691395248170727
143,143,840,0,Playing together as a family.,Playing at home with your family.,1.077585729,0,True,1.7142213381829274,0,True,0.6366356091829275
144,144,840,0,Playing together as a family.,Playing with the family in the house,1.029824404,0,True,1.7142213381829274,0,True,0.6843969341829275
